;SF1;SF48;SF11;SF16;SF12;SF07;SF13;SF14;SF27;SF15;SF47;SF18;SF19;SF2;SF21;SF22;SF23;SF24;SF56;SF25;SF67;SF28;SF29;SF3;SF31;SF32;SF33;SF34;SF35;SF36;SF37;SF38;SF4;SF40;SF41;SF42;SF43;SF44;SF45;SF46;SF49;SF5;SF51;SF52;SF53;SF54;SF55;SF58;SF59;SF6;SF61;SF62;SF63;SF64;SF65;SF68;SF69;SF71;SF72;SF73;SF74;SF75;SF76;SF77;SF78;SF08;SF80;SF9;Kingdom;Phylum;Class;Order;Family;Genus;Species
f633cf95435defb67b3de0a9b69bb3cf;174;0;0;0;0;70;0;79;0;0;0;227;440;0;0;0;100;183;0;252;0;13;0;0;128;0;161;0;0;0;0;282;0;0;0;0;0;0;0;289;0;0;0;0;0;524;133;283;410;68;0;0;613;363;30;0;0;362;0;81;0;0;0;47;595;1439;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_bifidum
34f6a9f2891692941ec6fdb0095c4012;250;0;0;0;0;0;75;0;0;0;466;0;0;191;74;369;263;0;0;68;64;0;0;0;0;88;0;161;0;0;0;0;0;0;8;3262;0;0;0;0;0;0;0;0;56;0;0;0;0;0;101;105;0;766;21;0;0;0;90;0;678;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;NA
6343c15ef6a0b28bb8d019ebbcd0a55a;41;84;479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621;0;0;239;0;0;0;0;3493;0;0;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;974;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
f674778ad4f6d705a269ff2985b23f5e;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;0;2850;47;0;287;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;223;0;0;0;0;0;0;2708;284;0;69;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
9591a959c4c592a119485d2f38ae27eb;0;194;3195;22;26;0;0;0;284;47;0;0;0;0;0;0;0;225;0;0;0;0;4;0;0;0;0;0;80;0;0;0;28;0;0;0;0;703;0;0;161;0;1312;156;0;0;126;0;0;0;0;0;190;0;0;0;18;0;0;0;0;48;0;0;0;0;0;125;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis;uncultured;uncultured_organism
fb7a1c0b3625f00ee42dbfcbaa001f12;0;0;0;0;0;0;0;0;0;0;0;0;7;254;20;0;0;0;18;0;0;0;53;7;0;0;0;0;602;0;0;0;0;85;0;399;62;0;0;0;0;0;0;0;0;0;0;0;6;0;86;0;0;0;0;2222;424;0;0;9;0;883;0;0;0;0;1305;0;d__Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium_faecium
866ea1cc638e4ceb9195a8a6a1869754;0;0;0;70;686;0;0;0;0;73;53;0;49;0;131;0;252;80;0;0;15;0;0;0;0;0;0;0;0;0;2592;0;0;0;0;0;0;25;0;0;670;0;0;497;0;0;0;0;229;0;227;0;28;96;0;0;0;0;0;0;0;0;42;416;118;0;0;63;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_vulgatus
9cb986fb9a5d33f51977148b33c14fcb;0;0;0;0;48;0;38;0;0;0;174;89;24;38;0;0;0;61;0;222;0;0;280;69;0;708;0;25;0;0;1009;0;0;0;0;30;60;0;0;0;749;0;246;382;57;0;0;90;23;0;0;48;203;539;98;0;82;0;302;0;16;0;0;596;0;0;0;88;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;NA
747a284c95e1af0ec02d6582f6565774;0;0;0;0;0;0;0;0;0;0;0;0;0;210;84;85;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;18;0;36;4662;0;0;688;25;0;44;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
ed3100e8701bc58ddd1cecbdccef19e0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;0;936;0;0;0;0;212;0;0;0;0;0;0;0;0;689;0;0;0;0;3498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;424;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
25af29e1b2d121f8aae468d270d75518;248;261;0;134;128;0;0;89;99;41;0;0;31;70;0;0;214;0;0;99;0;0;0;60;65;345;0;56;0;0;338;0;0;0;217;159;154;504;179;0;408;106;63;164;0;0;73;0;86;0;82;0;228;286;76;0;137;56;278;0;63;164;0;266;0;0;0;58;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
85e5f4133e5ea47da3e24828bdf463f5;41;74;0;0;0;0;87;0;0;0;62;0;32;872;0;736;170;0;0;18;382;0;0;0;0;27;0;160;0;0;0;6;0;0;0;1210;0;0;0;0;0;0;67;0;180;0;0;0;43;0;0;66;0;685;361;0;0;0;230;0;453;0;0;0;43;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ce0837f50ab0a7abc73bddc82e8b55e6;128;59;121;171;569;139;0;145;130;207;0;8;0;14;109;0;0;0;0;16;38;0;0;0;0;54;25;0;0;511;133;0;0;0;90;33;0;0;0;0;47;0;145;502;0;48;294;0;85;0;1061;0;0;0;32;0;0;35;308;60;13;0;425;154;11;0;0;68;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ec6c9233b72090035eb87c6ff39a84a7;10;0;0;425;1675;0;0;0;0;0;49;0;0;21;0;0;147;397;0;146;0;0;0;321;0;0;0;5;0;0;0;0;0;0;0;50;252;0;0;0;0;0;0;1354;0;0;0;0;0;0;0;6;408;218;347;0;0;0;0;0;111;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprocola
eb4c910863320282fd9d8c743730532a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442;15;0;0;0;0;0;0;98;0;993;117;0;0;0;0;0;0;0;0;0;0;520;0;0;464;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;176;23;2886;34;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA
0700b7f158c822737fdab28f9a1e4b53;136;49;81;0;0;0;24;27;99;30;0;97;40;9;0;0;47;227;0;75;785;0;0;116;43;98;69;55;0;0;137;0;663;0;45;16;79;1245;172;0;65;38;100;0;30;0;0;259;46;0;0;0;375;0;147;0;0;0;110;42;51;0;0;56;0;0;0;47;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;metagenome
116a9efec347dcdd9a424cf8c3dedc4f;0;0;0;744;2319;0;0;0;0;0;0;0;0;0;0;4;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2265;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;105;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprocola
2ee585c245a593473acb21bdf1d7a460;80;323;169;0;0;63;112;0;65;100;0;66;115;0;127;102;77;36;0;0;133;0;0;0;33;33;52;0;0;0;125;11;194;0;400;0;22;288;695;144;31;114;226;0;280;0;58;109;88;236;259;164;64;104;0;90;0;60;0;0;0;88;0;91;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;NA
193f737bcc2d991c9fb17630a8a65e0c;0;0;0;0;0;2889;0;2254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter_secundus
6251bd9ebf43fae466939ab366f6e547;63;0;120;0;0;0;0;33;0;38;0;0;29;0;0;0;176;0;0;0;179;0;51;0;88;122;0;0;0;304;29;0;0;0;31;0;0;0;204;637;475;153;39;0;0;0;0;0;119;58;0;0;0;70;0;0;55;137;575;0;0;0;1053;0;595;13;0;43;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_vulgatus
0ae2ea78213ca741ded6f9b30042d4b1;0;103;59;0;188;0;0;0;256;241;57;0;36;167;115;0;0;0;0;0;705;0;583;0;0;0;0;68;0;0;0;45;0;0;0;822;102;64;0;0;144;0;251;215;0;0;172;0;55;0;165;0;74;0;0;0;241;0;0;46;43;0;0;39;90;235;0;94;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;NA
49ccd7a8940970edb88ea1b9939e2737;141;213;160;43;141;0;69;0;0;15;53;0;118;0;0;29;65;77;0;28;0;0;56;36;284;25;35;202;0;0;0;0;237;0;112;0;56;485;163;0;27;96;145;233;326;0;0;0;98;0;0;0;72;222;0;844;42;288;28;36;44;0;0;0;79;0;0;44;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
edc06e5f20535c71071803ccc27290d8;92;0;0;149;90;37;62;26;104;96;107;23;83;60;102;51;83;109;0;82;70;0;99;46;93;91;227;131;54;0;24;128;52;137;159;264;73;123;282;64;33;71;39;97;133;12;25;67;87;42;288;70;88;0;17;0;188;140;22;41;31;38;0;23;52;256;18;79;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Dorea_formicigenerans
224d266b147588a000917723c0268775;0;0;0;55;183;37;22;15;0;36;0;84;0;60;175;125;135;88;14;29;0;0;119;24;15;3;17;111;0;443;0;0;0;44;0;239;17;0;355;149;9;88;0;447;36;21;133;135;0;28;455;76;123;368;230;62;40;16;42;13;125;0;167;0;146;0;46;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes_onderdonkii
b978450e75ae38f47e8e4fadc48bbd0b;0;66;98;34;51;0;0;0;256;235;131;0;395;43;0;67;42;159;0;166;132;30;112;23;84;70;153;236;0;0;202;0;146;0;0;140;169;240;0;0;223;0;52;134;0;0;79;0;357;0;0;147;72;34;8;0;134;102;65;51;71;0;0;94;0;160;0;135;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gauvreauii_group;NA
bc9350a59b80d8d6ba12aa3b47ef571d;186;101;0;0;0;11;0;35;0;0;66;108;175;55;150;149;164;58;0;113;174;0;45;133;275;103;127;134;15;0;61;273;90;0;291;104;189;153;210;0;30;106;0;0;0;0;0;211;128;0;259;198;94;46;11;0;68;150;28;20;68;24;0;9;136;6;0;36;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;metagenome
29e1d7cb0e776b057206d57fd329c761;2638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;0;0;0;791;0;0;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;uncultured_bacterium
37453085adfe208e105f0236b407f59a;0;0;0;0;0;0;0;0;0;0;0;22;74;0;0;0;0;0;0;98;0;0;0;0;0;0;0;0;0;560;0;12;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;49;23;0;0;0;0;0;181;0;0;0;0;0;69;0;252;0;683;0;3010;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_caccae
4f904ebdd10ebd14b54b088e8710dd22;42;9;0;41;117;14;52;159;72;86;86;576;72;92;0;132;18;0;0;22;0;16;44;0;49;57;89;160;0;65;469;398;0;2;135;0;33;0;3;161;0;0;465;16;39;107;28;607;139;384;0;40;0;59;0;0;0;41;22;0;10;0;60;0;38;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;NA
da08cefbe17c776cf78b0634a8377efa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1387;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;3634;0;0;0;0;4;0;18;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;metagenome
572be56789b840dc21f0dfad380396b3;77;32;81;0;0;0;0;0;0;0;0;17;0;0;141;229;0;0;0;0;0;0;53;53;0;117;94;0;276;0;0;0;0;0;48;0;89;0;158;0;0;35;1603;0;0;0;0;38;0;0;394;236;0;0;0;0;83;0;570;174;0;474;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_caccae
1f0481c4fc1ddc5a118dd691b40a1670;0;0;0;0;0;0;0;0;0;0;0;391;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;92;0;0;31;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2717;0;0;0;0;0;109;0;4;0;0;0;0;170;0;0;1170;146;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius
463ccc4044935acfa08235ade550557e;0;0;0;0;0;0;194;0;0;0;0;0;21;186;0;14;23;0;0;4;27;0;0;0;0;0;0;19;622;874;0;0;0;225;0;1238;0;0;0;0;0;0;0;0;484;0;0;0;35;0;0;31;0;22;3;0;0;0;0;0;21;125;770;0;0;0;41;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_eggerthii
11902be998c8092e98cbe98af2f648af;0;0;0;31;7;0;0;0;0;56;0;0;0;0;0;25;0;0;456;0;0;2639;0;0;0;0;163;0;0;252;0;0;0;0;37;0;0;0;0;36;0;0;0;0;0;0;0;0;0;19;0;16;0;0;0;734;0;0;0;0;0;16;49;0;27;27;377;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gnavus_group;NA
da8b26f82eb70e299518e149ae85f3d9;32;145;0;0;0;0;0;0;164;47;12;0;74;49;53;37;55;55;64;130;119;0;54;58;84;79;134;134;0;521;339;60;35;0;68;0;140;305;342;39;119;150;0;89;0;0;14;62;50;0;128;8;91;101;35;0;65;47;13;49;36;0;45;77;29;150;0;137;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;NA
d2dd600ce88a838333696bfaf1319084;55;0;0;0;0;0;108;0;0;0;0;0;0;92;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;167;565;0;0;0;0;0;0;0;0;116;0;0;0;179;0;2647;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae_UCG-003;NA
2ce1ff4bf2af3a846c4f11def1c589a3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1065;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;NA
fab6bf5c7023aa62ccba8facac30cbc9;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;118;0;0;0;1157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;2871;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;uncultured_organism
7995a612a6216f9f54f123fad99d4148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;0;0;0;0;0;0;0;0;90;887;67;0;0;0;0;0;0;0;0;0;0;24;0;0;122;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;398;2725;0;0;0;0;0;0;11;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;metagenome
7931ef4ba7852a196ef9674b8fc64631;0;0;0;0;0;0;64;0;94;81;0;0;247;145;0;82;0;96;0;0;0;0;41;0;155;0;0;0;0;319;84;57;58;717;0;569;0;115;319;0;58;64;0;0;282;0;146;0;144;0;0;90;120;0;0;0;221;82;0;0;0;0;37;63;74;0;11;26;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;NA
7ce20dc0d050d5b02daef50d77765562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;21;0;0;0;0;0;217;0;0;16;137;25;71;783;137;11;0;0;0;0;0;0;59;0;0;31;0;0;21;0;0;0;0;0;0;48;0;25;0;528;719;0;65;257;15;303;717;160;18;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_faecis
39ad3267db6e7e83e902b055e87c8b31;263;0;0;0;0;348;0;377;0;0;0;581;30;0;0;0;251;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;65;0;0;0;0;0;232;0;0;0;0;205;0;262;42;0;0;0;0;173;0;0;0;0;1178;0;0;0;0;0;0;0;0;107;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
5efe9c4123ddb4fd8e8b4da7886b0a2f;0;0;0;90;0;0;155;0;0;0;27;53;0;116;86;0;0;0;0;0;0;0;0;30;0;0;135;0;165;0;70;0;149;0;0;268;96;336;951;0;0;135;0;596;236;97;129;0;0;0;330;18;0;0;0;0;0;0;0;49;0;0;0;0;87;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;NA
4b9aa83dd2faf0fde6d55a983598efad;117;0;0;0;0;0;0;0;0;0;0;0;136;0;0;82;44;0;0;37;0;0;0;0;0;68;0;0;0;1305;34;0;0;0;31;0;0;0;134;0;0;61;0;0;0;0;0;0;150;0;0;71;7;50;113;0;95;37;150;0;48;0;1567;43;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_massiliensis
e5225d9ad60cd54861511a228f4809fd;0;0;0;0;0;0;20;0;0;0;24;0;0;0;55;0;0;0;45;0;48;0;850;0;51;24;0;43;47;307;0;0;197;10;0;0;0;56;88;0;17;20;0;0;46;0;0;0;0;0;149;0;0;13;47;242;856;32;56;0;74;220;584;0;27;0;17;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides_distasonis
a79603bb90824ed6e253837fe96c6c49;8;0;0;0;0;0;14;0;0;0;0;0;73;0;0;0;0;0;0;265;84;0;26;615;209;0;0;27;0;0;0;0;0;0;0;0;576;0;0;0;8;0;0;0;540;0;0;0;127;0;0;0;0;17;842;0;14;51;0;0;30;0;0;397;0;0;0;280;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius
47d74904a190fe918c6eea86295320d2;34;0;0;0;0;0;25;0;0;0;0;0;40;0;166;49;0;43;0;0;0;0;0;103;22;28;0;43;0;348;0;0;0;37;0;0;68;0;936;0;0;347;0;0;39;0;0;0;64;0;703;0;0;67;52;0;0;40;164;0;50;0;394;0;0;0;292;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_massiliensis
208134d9710bcf4724a053b364b131ae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;23;119;0;0;2011;23;0;0;0;0;0;77;0;0;0;22;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;40;207;0;0;1488;30;0;0;0;23;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
53f976e60f93b527ffa62fbe48254d53;0;0;0;0;0;0;838;0;572;428;0;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;573;0;0;0;0;272;0;0;0;0;0;0;0;270;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
3aef8bb7f47464bd8c11e5692ab3975f;0;148;52;0;0;0;0;0;68;27;79;0;132;100;0;165;55;0;0;46;25;0;0;12;250;54;0;454;0;0;0;175;21;543;0;146;78;41;180;0;77;35;61;0;0;0;136;0;75;0;0;266;0;32;195;0;12;93;9;0;248;0;0;0;7;0;5;33;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;NA
3d48874183df65f00f253cf68234e2ca;0;0;0;0;0;0;30;0;0;0;0;0;74;0;0;169;109;139;0;0;0;0;902;0;54;0;0;321;0;130;84;63;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;299;0;0;50;146;138;0;0;743;73;0;0;127;0;168;186;65;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA
335d957c841c918964fd8fdaf6574b31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1901;0;0;359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1394;0;0;413;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;uncultured_bacterium
675d47d0e00ce464efcc06550c8d986f;97;0;0;0;20;0;0;20;39;0;0;50;63;18;0;0;186;274;16;50;151;0;26;51;65;0;0;87;0;0;366;12;110;0;214;55;146;283;840;0;136;229;12;0;0;0;7;227;17;0;0;8;16;0;0;47;7;20;0;14;0;0;0;70;0;0;0;14;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_ND3007_group;metagenome
7b6d335d29fb8edf989ba7d03a848d84;0;0;60;0;0;0;0;0;29;63;0;10;0;54;0;35;48;50;0;24;121;0;22;25;0;0;16;179;108;0;164;38;38;32;0;19;23;23;130;0;177;36;24;22;0;0;0;0;52;0;204;32;25;26;85;757;84;39;74;0;209;379;0;77;307;15;0;21;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;NA
d3864fc0d139ae33e32888b486ee19cb;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;11;0;31;0;0;0;0;0;2226;0;0;0;0;0;0;0;69;0;0;263;12;0;0;0;0;0;0;0;156;0;0;96;0;55;0;48;0;0;0;0;0;960;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_Roseburia
df5c1ef25ab497ab767dcbb6be082f83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1564;0;0;0;0;0;0;0;0;0;2387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA
62c336937d9c98f93521f014e1f21a63;111;120;0;19;72;0;100;0;41;0;0;71;180;0;62;0;70;64;202;0;0;0;42;0;0;0;200;0;0;121;253;0;107;0;136;40;0;630;50;185;70;0;0;85;68;0;0;73;111;122;44;0;100;0;0;87;0;0;0;96;0;0;0;96;0;0;0;94;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;NA
b70847737230221570797e85fd20a1d2;0;0;0;0;0;0;0;0;0;0;266;0;0;130;278;68;0;0;0;45;0;0;0;122;583;0;0;393;1270;0;0;113;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;0;0;94;0;0;0;56;0;0;0;0;0;55;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;metagenome
06858df2fbd352aedac92c93a62a4b5a;231;0;0;0;0;0;0;0;357;238;0;0;0;95;0;0;0;0;0;68;0;0;0;0;0;99;0;0;0;0;0;0;0;0;1038;580;0;0;52;0;0;0;0;0;0;0;887;78;68;0;0;0;0;0;0;0;0;0;54;62;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group;NA
b8f980ec6ad0c86efb83bd1f64c3a252;0;0;32;0;0;0;0;0;0;132;35;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;2723;27;0;0;0;0;0;34;0;0;0;0;83;0;0;0;63;0;0;0;0;0;49;0;0;0;0;0;0;36;0;0;0;424;173;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_vulgatus
16684adccf4a4d35facc56a79870aaa9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;466;0;0;0;0;0;0;0;2040;0;0;0;368;0;0;0;0;3;26;0;0;0;0;0;0;22;0;0;4;0;0;0;0;0;556;0;0;0;0;0;0;60;0;0;0;162;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;Erysipelatoclostridium_ramosum
eedfa9846d276457a5ce7afbed499f09;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;20;0;0;0;0;122;90;0;0;0;0;296;57;16;0;0;159;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;712;0;0;332;572;0;0;0;0;1111;251;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus_bicirculans
41388070b02a7c162aa7245ce4812ebd;0;0;0;0;0;0;612;0;0;0;35;0;0;0;0;0;0;71;0;0;0;0;0;0;56;24;0;0;751;0;0;191;188;0;0;0;0;599;0;0;0;0;0;0;633;0;0;0;0;0;0;0;61;34;0;0;0;90;44;0;0;29;0;0;144;265;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_longum
