"";"Kingdom";"Phylum";"Blood1";"Blood3";"Blood5";"Blood2";"Blood4";"Blood6";"Blood7";"Blood9";"Blood10";"E_Coli3";"Blood8";"Blood11";"E_Coli4";"Mice_DNA1";"Mice_DNA2"
"1e7fa995a8354809e95ecfc096cfefee";"Unassigned";NA;7,76353276353276;1,70697012802276;7,8125;11,484593837535;7,4235807860262;3,87263339070568;13,0681818181818;10,0190234622701;0,461183704842429;0,0331485787546859;0;19,3382873319179;0,00100300902708124;12,5925925925926;1,87760778859527
