;ACC5;ACC6;ACC1;ACC2;ACC3;ACC4;H1;H2;ACC7;ACC8;ACC9;ACC10;ACC11;ACC12;ACC13;ACC14;ACC15;ACC16;ACC17;ACC18;ACC19;ACC20;H3;H4;ACC21;ACC22;ACC23;ACC24;ACC25;ACC26;H5;H6;H7;H8;H9;Kingdom;Phylum;Class;Order;Family;Genus;Species
9eab66bdf08dedd60da6452d140cd523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
2d17e8031e46d335ee8e42a883f8c487;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
5ffa98f5c03bfbae11c7e73712ad3206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
35cf3373bd16fef781d0225e4cf41ef1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
a5030d56e308a33b8f1a96d3ecf554c3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;d__Bacteria;NA;NA;NA;NA;NA;NA
71cb5733cb898dea8c4758d3502f77df;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;metagenome
c7af5ff2de7c75946880f784776c459d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;NA
08126da03e26df504e39051955cc8552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;KF-JG30-B3;NA
fb23a0f9bae349eca7d10d6695b7fd01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
74f1eb62d349a26eba59f2b2bf9f9a9b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;NA
c30c965c3f1df1a7d95360e23c7c5e4a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
5e51dc0b7a652cff0fe1c5c5cbf6acef;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_Acidobacterium
2dee66b61c305ce012bd1975df4b2596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767;Bacteroidetes_bacterium
658cac7a7d85f791d58f7188a4cb3505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;NA
764d2ec8388bdfbc364bcec7a53c0c6d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
27cec501589f6945fa1fba592317401d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;NA
7566187ac1fe949a47c7057609794132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
ad15cc6564d49c938d1a859b4388f12c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;NA
d2336cc21789f09e77b4c7e85d630752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_soil
42eefde8a94c278fdd16aa95a97d0e65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_soil
d2ed0b244b071e914a2d4c06b07a2420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_soil
54ddca6e64f14f15c67d7d149e3bef5d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;NA
88e0c188273228d9f1dec1847a5a156a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_soil
e401aad78bc278d876f0e595b5923a9b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
f30b84415e0bd21dfb50bc98804a0d39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
d7d0ec231667b8e0e1eb3f0e5cb703fc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
9fec59e27908e817c06d5e7685706c7a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;NA
9cd8be625ff6c957d420a076b4943f1e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
d89822887051a797a877933a8967362c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_Acidobacteria
aa714f1e7207430ef375882400bcc5fd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
b48701ad42ffec6f807c92a369325b80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
d04c4ba9fa8bb5c833670b5c5edcd413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
135ec786f6808cf88dc9c8eaa802e1f2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;NA
0b8e1df35c07b5d8cc353fe845d4df6e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
06bd3b3791e8bb4ff084e991b9d89732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_Acidobacteriales
082df156b6f04378ccc322019f064ce3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_Acidobacteria
5d971d157d8b25e2722c40c4906b743e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_Acidobacteria
c78b03330ec293bcc1e3c823b0b50687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
081cee27699f2aa130b315564cc1decf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_Acidobacteria
b907cc219385204f5658b27c2e589e1a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;NA
f4b06efde64ac5ac5e7e4e5cb04a3820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
47c232e66c9e6e8496ffff5b198209db;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
a1d67839bdf293cdcdefb9600b51d82e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
698026924dd477671cbf8f38bd93ae31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;d__Bacteria;Myxococcota;NA;NA;NA;NA;NA
0af4c842bc49d046140bc974fb6d7f9c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;NA
4b3c4bb6102b14146d60a57c39edb662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
e5347d82180dbfb5708a26bec017662a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;NA
69bff2e1c57ef9cddde7997bfb7e9a24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;NA
652977afd2ab92ef77af9380b782efea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
7f8c8e5817a53508c4cba5653b7a52fd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
f86d292552869d945234763dd09bb666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_Holophagae
6647bd625471c8574d4299e9097b0293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_Holophagae
cb704d30816f018ebd298c875fff43e0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
54d01ba3f6b3bf34151eb1791a1ba4dc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;NA
646e7d58ff9541f3ee9261e003a2b556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
1bf98ba1296612567c01733fea708749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;uncultured;uncultured;uncultured_bacterium
7b6643137be449ae45fb0a1780054624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
f01705f63c2d9045b4c676f4d0a20bf6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;d__Bacteria;Acidobacteriota;NA;NA;NA;NA;NA
c821d527054d46e61f47000fe0777f4f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_Acidobacteriales
9f753dc2713d6267df79cfa2825cad0b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_Acidobacteriales
1d5bd98d0fca3fcadbeef42c22c292ba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_Acidobacteriales
5c539d41a3aededd6832b62172d6cb5e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;d__Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_Acidobacteriales
4b4a908121fbb5f90efab057d1a423a7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
4eb2ae56057869d8c0d26fa6fb1a4be2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;d__Bacteria;Acidobacteriota;Subgroup_22;Subgroup_22;Subgroup_22;Subgroup_22;uncultured_Acidobacteriales
80a706d748ead16dc9fa576d16be779b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
265364629d396131a083ff692ee78eb6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
fba9e4b834e835bd6229afae6eb6a101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
1ee477dac12c729c62a168a0fed070f5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
d61f9b20e42a3735be6b7e65633fd26e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
08cbbbe67f2b909d4fb079f28dff51b7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;NA
3ce92afc2a8789d3abeecbeb288cfeec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
612d601e4ce3b36dfebc8e9341a2c8c9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
7fdd86b7563e225013353985c3c80c30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
d7a610a2ad27fa50e59ed95a607e07ef;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_proteobacterium
9606f55463b06c4d86134058235b6fd5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_proteobacterium
2368809d145c0094740f1f1898e1a292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
00530943f36623c441fa0a0e288fbf66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_proteobacterium
feb0dae94eed29091b3ee4490bae327b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
0093aaa82dced76a6062306225c15791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
f4f452df81f3b89d8e2caf51530d26c6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
0efe3a0030c66dbecf3ce86de8c55ef7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
864c7f74fb86e19089b74b6fc2e93d64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
4b0a1e9e9150b4b715411b0115fe0a59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
c693bb7270882ed91bec6374717d2e96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
aba955df1f37c223cc0c803a0bb27a1e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
973f8e63c114bf2a9590e2c9cc1a202f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;NA
738686212849045b03cb51693cdad7b0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
62e5626edac860a2e9f18ad93f2bc6d3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
310445c3291f1333d2563b086d4f9516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
4d7c67ec7fef023aff22bf02d50f8a9c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
ffa24c27d4331f85e2fbd2ba0e86821d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
f7b72aad4421891638d10dd3bc26424a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
adb851d252fabfe9de43ca07df60d102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;d__Bacteria;Acidobacteriota;Blastocatellia;Elev-16S-573;Elev-16S-573;Elev-16S-573;uncultured_bacterium
885400dad75a07e3c9680ce1dfc46261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;NA
