;I1;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;I2;G20;I3;I4;I5;I6;I7;I8;I9;Kingdom;Phylum;Class;Order;Family;Genus;Species
6a57339163b1db2da81ab332dc9b1823;0;21;80;0;86;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
e01ccd749960b04699eef783119e25ae;0;0;125;17;0;9;12;0;26;0;0;0;46;7;0;0;0;0;20;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.
36e7d485787d726a0e16bff74100463e;0;48;85;18;48;0;0;0;0;20;25;0;0;0;0;0;0;0;0;11;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
d33d84f90d2924040cf2eb66c7abe2fc;0;81;106;18;23;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
4169a76114b0f1a068b71ee3adf7befe;108;22;0;0;106;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
a9d3f0bd5ca203b5354a332eca91a33c;0;214;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae
572be56789b840dc21f0dfad380396b3;0;0;168;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
b21bbd9f9a9ee207b793d76c06672371;0;11;47;9;48;0;0;0;0;0;122;0;9;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
9b6c3fb7e9238c53b21198f48c047473;0;58;69;0;50;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
a71cdb983f4aa92f7986bbba79bdf852;0;42;90;0;33;0;0;0;0;0;55;0;0;0;0;0;0;0;12;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
eef15859fff8bb547826b1547b9b1556;0;19;52;0;129;0;0;0;0;0;0;0;22;0;0;10;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
8fd88bade4ab12bca62cbcef70c3c6f0;15;146;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;NA
2a210156b07a73794e7c9ef2f3d49a40;0;50;150;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
a433e3e99f31f24d34bcf65f527b4c24;0;39;96;0;45;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter_sp.
d272bf25781448dde9031a24679a9012;0;42;151;9;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
eedfa9846d276457a5ce7afbed499f09;0;0;183;13;0;0;0;0;0;0;0;0;22;0;0;0;0;0;5;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
e806f856af4a419660a78a95c35b3464;0;22;137;0;46;0;0;0;0;7;9;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;uncultured_bacterium
25c3a3a676b4fb57ae1b0e345d0a4f19;0;21;186;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
bf37c87f8841a9f1a2cd20db4fa18b74;0;25;120;0;36;0;0;0;0;0;31;0;0;0;0;7;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;uncultured_bacterium
26d711535837669071a59214244e02ad;0;92;83;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;uncultured_bacterium
bc9350a59b80d8d6ba12aa3b47ef571d;0;46;57;0;66;11;0;0;0;15;20;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;uncultured_bacterium
257a3feb1cfa43f2c55429863b0f16b3;0;59;115;0;0;0;0;0;0;0;27;0;13;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
1f7af4f1c04bd6c6adf197117e9457be;0;23;109;0;73;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
df927f63b601e31f97b0bdc2d2222d71;154;0;0;0;25;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
49d961f8a59352561837b8ece93d86fe;36;0;135;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;uncultured_archaeon
95995ce96bbaee5aff60531906b9b966;0;28;68;0;66;0;0;0;0;0;29;0;0;0;0;7;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
37453085adfe208e105f0236b407f59a;0;77;28;0;50;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
b5e3497608adb66df7d662dd8196ed2f;0;51;79;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_hallii_group;uncultured_bacterium
a62e49d6c96f0775f66618fe504639d3;0;0;0;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
e1ae03f7469bbc8719128f141c3c47aa;0;108;0;28;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
409f711b59152d57926cf444c5577087;16;6;37;12;87;0;0;0;0;24;0;0;6;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_salivarius
227150a66a20144052651a21613100be;0;35;82;0;54;0;0;0;0;0;9;0;5;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;NA
0700b7f158c822737fdab28f9a1e4b53;0;90;0;0;27;0;0;0;0;24;41;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium
d0bec05fec44e00c6ac84b078f0bcb37;0;78;71;16;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-56;uncultured_bacterium
de74448e084d7ccec6110432e6388df9;0;61;44;0;60;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
1be897ba1ae9fde0a82ba4d0c71f159b;0;8;138;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
845191914b67a4e9bc76cc73c5866c21;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;24;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
d4e740bc5c2587cbbb188e8e30026611;0;0;78;0;12;0;0;0;0;0;29;0;10;0;0;0;0;22;0;23;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;uncultured_bacterium
5287d8ae64d1e964b0bb7c203d98e154;0;54;58;0;20;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group;uncultured_bacterium
8d478879084ed7c88660c8b0c4b24923;0;62;0;0;66;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
f633cf95435defb67b3de0a9b69bb3cf;0;0;109;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_bifidum
16d4ea99379a4e5ebf3f820357a9ec12;0;0;69;0;0;0;0;0;0;0;56;0;0;0;0;0;44;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gauvreauii_group;uncultured_bacterium
22db28ac5ede605a8ccfc34257af8d0d;0;0;118;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
ed3100e8701bc58ddd1cecbdccef19e0;0;10;60;8;59;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
4608cf2aa614ad44e2e4c90e5145221e;0;39;19;0;39;0;0;0;0;0;56;0;2;0;0;0;0;0;9;0;d__Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;uncultured_bacterium
b1b18a22b94c4f8c260102170f3ff253;0;10;0;15;18;0;18;37;0;0;0;0;39;0;27;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;uncultured_archaeon
3adfcfa6caaacaa41dc7571330a74676;0;45;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
acda2b9603cf4bb87bdd3c76f8477a82;0;42;0;0;94;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;metagenome
9243bc95f3bb4eba8fabc522fa335a7f;0;53;0;0;39;0;0;0;0;0;0;0;43;0;0;0;27;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
5497318e515a8c328a68f95975d9c7d4;0;0;0;0;0;0;0;0;0;0;0;17;21;31;0;12;0;50;0;30;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA
cbe2abdf95ba4f41c1453328d1e0230c;0;14;50;0;74;0;0;0;0;0;13;0;0;0;0;9;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;uncultured_bacterium
00d9e75ead821633274b5460a4487f74;0;42;48;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-001;uncultured_bacterium
f7035cbf3dd378172a24fb9ce26588b3;0;56;69;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
01b9936c39d34b8ad49eeafda91b4857;26;44;0;0;43;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
6cc75f1842562315972d503695b7cec9;0;27;89;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
38f6ab4abe3d9ce1b0c79e0a70d5acfb;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria;NA
f91a3c046f65dc44d29a9406ee6ce58b;0;38;0;0;58;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
f2cbb29998f80ea0d81f9cde98ee136e;0;26;0;0;59;0;0;0;0;10;56;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;uncultured_bacterium
49ccd7a8940970edb88ea1b9939e2737;0;22;36;0;65;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;uncultured_bacterium
f6dff704745f31eac456a5be103981c8;0;0;81;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
95e41bd71dc699f336c741a15925dd3d;0;42;60;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
352e01b25b13ceaef79c9b32cf7962eb;0;45;0;0;62;0;0;0;0;12;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
19ff2a801156e1930f697799d400fa95;0;42;50;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_ruminantium_group;uncultured_bacterium
ccb80719aaf6b52bd8256aecd9c2b56c;0;0;109;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;uncultured_bacterium
b03de8408f8ac47026e0a3f8ed1bf79a;0;19;61;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
19c8480756b9044c5d1cbe2a9f7ef60d;0;0;131;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_ventriosum_group;uncultured_bacterium
7cd4efa29b942711d9a324e442bd9268;0;23;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;NA
2849faa25200d507b6e0718fa0e7cd12;0;34;22;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus_Saccharimonas;uncultured_bacterium
75a7dd04040e23328468b763836841ac;0;0;100;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
017213032a7a4e78be651d3e02fd3513;0;0;109;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
3efbc4ad0134e63d59a6feea192d971b;0;52;0;10;67;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;CAG-352;uncultured_bacterium
1f2dda5d2f361fc8d646e55a515ae1e4;0;0;88;0;28;0;0;0;0;0;10;0;8;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;uncultured_bacterium
764c88850abba38b69e92213dc67b045;0;55;0;0;0;14;0;0;0;0;64;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
e48ee3a7d33ec7a15d09a732ede7b874;0;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA
4df8473b0be4ef1e59f0b0709c586919;0;10;66;0;21;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819;uncultured_organism
cbedf7038db4ca4e3446baa73c814f85;0;64;0;0;49;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
9728ebfa1c4eebdba89b1727e43fa42f;0;33;48;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
09ad3f07c79e7bbc78206689dc55492d;0;26;39;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
e14873c10af4c3fb7a068f0d96a98f23;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
74b35ae658465e7512c2b61f7906c907;41;0;54;0;10;0;0;0;0;5;0;0;0;0;0;0;0;0;0;19;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
9e7eddc5e395bc0f02022e5a0c065aa3;0;18;90;0;0;5;0;0;0;0;16;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;uncultured_bacterium
f00e27c6aadae91c727863f9902e95b2;0;80;13;0;0;0;0;0;0;0;28;0;7;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
cd5a2455402d63ef8e73fd037fd5a085;42;0;0;19;5;0;0;0;0;0;24;7;30;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;NA
224d266b147588a000917723c0268775;0;0;0;9;68;0;0;0;0;12;38;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
cb67bc2c13f3bde33267523f0ca12d20;0;0;83;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;uncultured_bacterium
44cae38ace30f54ee81cc5c5b2ce47eb;0;0;79;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
16684adccf4a4d35facc56a79870aaa9;0;0;56;0;23;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;NA
51dbca22f7469bb00e4379845bc1fb83;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
96ed6cb0d5f3bea4c7d87104acc9052d;0;39;10;0;49;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
6982c3ea79553dd4b1cf4690e174363c;0;22;19;0;0;0;32;25;0;0;0;0;0;0;23;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
400ef329b2c43b49217289537bb77633;0;47;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
8eff78d0b5b6f6333392c4f9148cb540;0;15;38;0;26;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
fe17f44762fbfd2bcc3e3673e4471cea;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;uncultured_bacterium
8e5b2482ae66f047e85c37cf245bf3fd;60;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria;Panax_ginseng
d4b9487f80a46f105daa14816456c5f6;0;51;36;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;uncultured_bacterium
76a6eb93f7c1426c25295a363518a2d9;28;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;23;19;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.
efa98c673cef7e11e51b27d01167c2af;0;12;60;0;33;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;uncultured_bacterium
875d66f657a2445430acf3bbf4cbd395;105;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria;NA
41c43dfcf8de9cb62c8ac550f4154582;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
dfa833b266bd2993b86feab3617b34c3;0;30;54;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;uncultured_bacterium
e8ffca4f94ec58f2799a41d7023f7374;0;19;37;0;28;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella;uncultured_bacterium
ba5f9431d97db7fbaa8125bd2a2ef414;0;0;87;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
0f3d5ab93a1bdff74c4c3fbe0ad3206b;35;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-006;uncultured_bacterium
8d17c1c27f19c67621224959fa7aab24;0;21;64;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
0483ff2c0b34f807f5f2e6bfebdc7a4b;0;0;0;0;87;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
cfe25b72c0005eafaea4241ef8715b40;0;37;30;0;32;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-001;uncultured_Bacteroidales
9db2817f5c42be6a7bcbca662959982d;0;0;0;0;0;0;0;30;0;0;79;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;Bradyrhizobium_sp.
60c211706e6b252bd37d4ac02ce8812a;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
fdb401a34cb3a9afe89c3755e18f18fc;22;0;0;0;32;7;10;0;0;0;0;0;0;13;0;20;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;NA
73dfa64a7cb1f55384519ae3342eeafa;0;17;0;13;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
c34456ae83ed222bb8cb9a503029af7f;0;0;86;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
a5b1bb2d17ef157e0f0dcf77b0276bd7;86;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
c892cd3a22def842bceb4fc57e11b95b;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus_flavithermus
7b6cf08b6602525d23e012b949495429;0;0;58;0;0;0;0;9;0;36;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella;uncultured_bacterium
