;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;Kingdom;Phylum;Class;Order;Family;Genus;Species
79e3e1a15fc3c30b2c6b9b0a46830a5a;363;443;652;328;37;48;99;127;102;1397;1542;1464;1109;942;1820;34;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;uncultured_bacterium
547f80f193a2881abc9f7026b92ad352;708;202;1312;364;2358;1277;1715;494;241;73;170;40;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_murinus
7966f669971b26c2d74342a85e4c3880;42;0;360;593;822;766;2240;1555;0;0;0;0;1119;316;844;295;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
25362e54b2396a81f9e113419dd98905;1143;778;320;357;169;75;70;209;318;391;1647;1146;711;112;795;397;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_rumen
4607b7404b3f99f59b4e415b329e7a6f;835;1424;1817;1589;151;142;189;263;0;327;305;142;0;175;129;40;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
9381bf4887eb74bccd70a63cedb93ac4;0;0;0;0;0;0;0;0;592;1803;2519;2419;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;uncultured_bacterium
370f8e2c42065b39909e04ccbaec4a68;0;0;0;0;0;0;0;0;0;0;3;0;1687;1035;2158;2072;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_Clostridiales
2cd8badc9df2c245ed076290d149f4dc;542;108;954;3466;0;0;0;0;188;277;263;196;469;0;12;11;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
a0ed3c259f6fceaaed3ef1b212339fb9;292;403;644;480;67;303;498;64;613;264;200;177;275;331;442;530;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-006;uncultured_bacterium
062ce343b799626f07c788c476cb9186;187;347;825;1853;62;122;305;59;424;130;55;154;48;258;218;271;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;NA
6bf2840673de7a07c6136b4d66f9d325;185;876;146;1514;29;283;330;7;1619;44;88;23;0;8;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
7af3bd38f0f164d41ea3c8afa361ef51;1372;335;594;429;0;0;0;0;11;109;190;259;611;186;402;561;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;unidentified
fb07aa62419f07119874d68515a83da1;168;645;366;344;279;414;247;446;52;347;523;73;189;380;248;316;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
692908d9e8dc244214e861f18774ffb2;76;409;269;530;319;0;102;181;787;126;57;174;294;344;631;708;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;NA
512898f314cce3e1e8a8323c36fef6e1;20;17;10;45;1646;1085;15;1581;412;68;27;80;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
ce5af4d3ef8027cb6ca514ee0f1c1967;0;0;0;0;0;0;0;0;167;946;1614;2129;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
e2f6a531bc64c892b56a06d2aed991f7;0;0;0;0;37;0;0;0;663;339;461;548;1484;641;388;198;d__Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;NA
a7c079da939ab8ea89e4b4531c4e0588;372;475;521;485;267;299;301;288;71;81;175;61;274;383;186;239;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
4e5af7886038ba2b47abf8de12d6230f;355;90;167;94;42;136;94;83;458;203;999;813;337;9;58;45;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;uncultured_bacterium
2516347849c4f087b318093b5e441dd3;0;0;0;0;0;0;0;0;0;0;0;5;2031;577;570;616;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_fissicatena_group;uncultured_bacterium
97ccb7279e702b364b30af7401d483ef;1349;772;949;54;0;23;73;29;0;0;0;0;21;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified
bf049c9a4193cfd12d1742544a6f764c;1053;1077;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_ventriosum_group;NA
aa2bf32807915b756aa3a05527e18d91;267;17;18;0;464;217;279;381;160;79;106;128;100;241;554;233;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
104291f1261526fcdb8e76eed59ecdf1;0;0;0;0;0;0;0;0;0;0;0;0;549;536;849;1228;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
0a976c1f165ba1893a30634ea88c3b16;0;0;0;0;0;0;0;0;0;0;0;0;58;152;794;2004;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group;uncultured_bacterium
43f9a946f7131f61842f933579052866;137;132;218;212;79;31;182;55;73;179;1004;326;176;21;0;19;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
b62296fda4210afbee8b33ffff02a04b;84;169;198;650;30;81;57;46;164;57;39;238;148;211;236;359;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
3c118102f97c7b184f46f5a5328dafb1;0;0;0;0;0;0;8;0;425;267;0;728;476;252;278;176;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;Clostridiales_bacterium
1ef8eb325e4c5613e7c5d580951f6217;0;0;0;0;0;0;9;0;984;829;514;187;0;0;17;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_Acetivibrio
56878eff4b6f59ab195417fd99288e52;0;68;0;216;0;0;88;13;1349;108;49;613;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
3d109a0d82c5ae9882058b8a80a360f9;197;186;166;64;184;82;87;57;500;155;82;96;142;172;66;147;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
02b6a4e76404aa80af20252ab6d8edf5;0;0;0;0;0;0;0;0;55;15;0;0;891;79;554;778;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
e68232c813113acedf433f2403824273;47;358;275;0;198;23;26;61;359;174;53;10;121;51;239;373;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
1499e5ab221fb759ce2d3763ac56b759;0;0;0;0;0;0;0;0;148;676;867;310;0;250;51;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;Clostridiales_bacterium
e4329192f0432026a7880d0c1f5f9531;375;139;179;111;106;462;288;336;58;13;10;12;32;40;73;46;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;uncultured_bacterium
41daade37aa0c996cd3c59894e1a86f0;25;165;553;597;50;45;115;165;288;42;48;45;0;17;25;9;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
990bd75e50896e6dbfacf76de42c43e2;11;69;51;9;0;0;3;0;231;513;458;758;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_bacterium
70044d96da987c72b3f653ef6ab56e1b;0;0;0;0;0;0;0;0;0;0;0;0;1058;254;762;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
668316497189c0c158711815de76dec2;35;40;9;0;121;0;16;50;280;72;216;379;266;164;219;119;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_Clostridiales
f4119d82f2ef99911756907d11450cbb;0;0;0;0;36;98;159;255;0;0;0;0;478;360;501;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
43c0fc4c910b2b2e814cc513fa1216cf;141;80;243;120;0;0;4;0;50;64;333;210;189;179;10;259;d__Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;uncultured_rumen
ed9b4b764e352bbceae25babfc6f6acb;15;108;115;403;118;190;170;264;126;0;93;254;5;9;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
151e42d762610156c1ecec31f8acfa87;144;85;112;92;50;148;59;62;52;98;91;217;222;81;111;119;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;UCG-010;uncultured_organism
db24050d1b1c55d82cc94544698c3670;90;297;164;773;168;81;66;63;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
6d26cf14a267d2be14f2c5c6524e3f84;91;98;102;157;128;158;107;132;41;43;64;56;64;132;145;137;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
5848f6c0f80056b2150a449b5f38b3bd;91;73;73;59;50;78;40;47;112;107;151;103;109;202;166;188;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
81eb81acfe3c3b0fe1b0359689c88151;70;255;156;695;183;50;55;70;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;unidentified
81b3925347c6126f2dfaa1c52749e211;140;38;170;96;0;187;510;227;27;15;0;25;20;10;16;10;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;NA
2c5cb5d13741bf41f17cd7cc6320c2a9;172;210;180;276;81;73;42;150;21;12;15;62;35;15;101;45;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
5fc798b1df3bcda5e68c5d88d8d39402;13;66;208;293;45;48;151;164;264;24;31;55;20;37;34;24;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
070f7be2aa74130c513a25401eecc660;32;83;334;173;158;140;150;217;0;0;0;0;92;48;33;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
0ab52499f50b1e996d5d34bea962e331;68;80;99;109;63;25;84;101;233;35;42;69;77;106;105;146;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;uncultured_Clostridiales
2734cae6fb1193b99fa501d6168b273e;24;82;955;0;0;184;0;170;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_xylanophilum_group;uncultured_bacterium
ee906f614e4ebc7b3a733dddb7312508;181;31;14;7;5;6;0;0;0;25;151;8;488;66;54;364;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;unidentified
0debac7bda0e8a1808ee18f1fa0fff95;172;127;207;233;125;129;176;213;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_xylanophilum_group;uncultured_bacterium
e900e85f23b48faf3b225dd67d2cde43;44;70;21;41;82;83;7;66;237;98;52;197;69;114;161;30;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_bacterium
8383a9394d839568543ff7a5decb1956;211;89;141;221;111;166;188;116;0;0;0;0;8;12;78;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
4dfe3eb93ed9776d8ea7e0681ed1f9b6;23;32;26;38;12;23;30;26;334;102;88;83;49;189;82;199;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
4c59b02520203eb1e4557e51208b2e6b;100;0;271;382;214;90;75;197;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
2d54bddc534353d4747ec1ffe430dfd1;41;0;0;26;254;303;371;153;0;0;0;0;169;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_xylanophilum_group;uncultured_bacterium
cae68bd6c796285c502f3351beeab2d3;45;67;0;27;0;25;4;7;198;380;147;382;0;17;0;12;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_Clostridiales
d7520dd99322ba43ae4332d331315af1;0;0;0;0;0;0;0;0;0;0;0;0;0;743;557;5;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
22d2138f5b0ae87fcbfc45b84d2a9beb;0;0;0;0;0;9;0;0;0;0;0;0;856;159;205;16;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;uncultured_bacterium
d585fd2188706c6e80793a7b50b3a779;21;52;27;220;31;33;66;85;74;170;58;216;68;31;77;6;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;unidentified
d724e0ec12d4db35af40daf45f6d0a59;39;92;111;137;156;105;289;235;0;0;0;4;0;27;35;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
0a25a8dcca0dcc62ce66d46bfddeda5a;0;0;0;0;402;257;0;439;120;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
08ed17794e8af08e5f0fb28b4e415a5a;0;0;0;0;60;0;0;1125;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;NA
db38d2e0a0f93e1ccc8aa64650f00e07;61;0;66;43;0;0;0;0;12;0;79;764;32;19;0;98;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
49da2429319bb8bab3d9139319699d74;101;89;142;204;0;0;53;0;12;91;172;112;56;79;37;19;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
2e6fa1e96b4ec47be249e7af701ee7c7;89;90;125;106;48;21;7;37;47;21;58;147;215;25;31;83;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA
f7277b426f7ea8954ae4e2478ccd3e69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1105;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_Clostridiales
01ccc9f9ab02df58812600468f9de4c3;276;182;119;100;25;29;30;38;27;8;121;19;30;17;40;26;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;NA
1e7c6cc796abd9f188044c7a1d8f7544;37;22;16;14;0;10;15;13;174;37;73;82;99;94;107;243;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
3111f9924447489571a8ab8981721b20;0;0;0;0;0;0;0;0;969;0;47;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group;uncultured_bacterium
68f8f7604872a6d4fed9b2b43064aee4;78;59;56;84;26;78;66;0;93;0;33;107;75;58;111;79;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
35a3793bfe7609c7fc9f902a17aaf85f;175;176;199;169;65;44;116;42;0;0;13;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ac1d3eef1a8e7af322403aa0075083c0;0;34;0;50;0;334;170;395;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
8e6df65d2ff96432fd9b2f26f1d03761;293;688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
74c3050d3ee25df57f150967198e5602;98;43;70;71;0;102;214;156;54;75;71;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;uncultured_bacterium
9dc062f47da7721ffd870a84ba904d7e;0;0;50;0;0;0;12;0;0;0;0;0;182;38;0;669;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;unidentified
4b0ae96ba7d2990898244875daeb029c;58;60;69;125;33;23;51;49;82;16;20;45;53;59;81;121;d__Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured_bacterium
d29e92a50ffd439baa770cbfac5571b4;31;65;136;87;47;68;32;59;16;15;73;70;90;40;97;17;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
fd3f0ad2379a32c7bf86a3133e5b1879;64;114;88;121;24;22;21;53;20;46;29;230;0;0;48;53;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;unidentified
939ebd9bd7a6eae4062b93537a84c65d;0;32;69;248;126;91;113;142;0;0;13;0;4;34;50;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
16c6f384c3a28228f7b68b1154c7feec;49;36;62;93;10;16;32;12;70;9;15;26;98;84;218;16;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
892a20bbdc3ce599dc0c5d9f0866c352;12;6;10;0;15;0;0;8;23;16;42;7;630;43;22;10;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA
694f413b53b76692d2bf1cd02091399c;103;81;391;157;13;22;14;21;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_intestinalis
0d6662ad72a9d229df0cd39a5352cb6b;0;0;0;0;0;18;5;121;0;0;0;0;290;113;33;207;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_bacterium
14bbdef7888394af48a13ea2bd927db7;40;45;16;71;29;67;90;276;22;51;0;29;14;15;13;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;[Clostridium]_leptum
dcd1ed4e7a5785653cfca1c50cc62cf2;162;39;116;71;41;35;25;75;28;0;0;9;24;25;107;20;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
0fdcb15125926008f79a128031b3448b;0;165;60;155;12;0;29;14;209;0;31;0;37;0;0;46;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
2eb2b317e3106a477a34836339150858;0;45;108;220;12;71;59;67;44;23;0;10;0;35;39;20;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;ASF356;uncultured_bacterium
7f6014bee7c27dce9aa46dbe30ee4351;21;71;62;253;94;88;44;112;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
3e6595ac31223c240b2c73f2061d36d5;342;0;0;209;0;0;0;188;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
7439f4279da46330bb8c5e1e03043863;64;55;63;71;35;61;41;60;28;20;23;39;28;52;43;55;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
dba42fd5fa555c066ec22372dd68225c;69;107;49;46;34;45;33;41;14;47;62;26;0;22;124;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
0da03528d09c7777b72cdb2195beab99;120;95;144;125;45;39;77;60;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
62a3ed62831389691da250b493694f73;0;0;0;0;143;62;68;111;0;0;0;0;37;86;146;44;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
d6f6819315230e8d29170aa908269c34;0;0;0;0;17;20;142;115;0;0;0;0;65;140;52;141;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
009bb40d36c87b1b9baabd2960ab662d;0;0;0;0;0;0;0;0;0;0;0;0;82;200;212;197;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
8e8d8626220eac1ef6f7fb2080aa938f;55;116;112;106;72;48;59;96;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;uncultured_bacterium
e399a15427ead6c8a6557f052e0fcd32;84;47;0;0;23;0;0;18;145;89;79;104;0;28;21;22;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
ddb5ebdd1ddf32041efa9d94579e3ebc;0;52;84;90;0;0;0;65;124;92;44;0;0;61;41;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
4f2141975e61e589f6b85e94a1d24510;71;78;0;0;15;9;0;0;38;37;30;179;49;51;56;38;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified
1d42257239e8407396cd155b16ad2a3f;63;40;37;40;0;29;0;20;76;0;100;0;74;46;57;20;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
ae4109d7d38a0a61402c1bec07b0267d;51;36;41;56;0;33;21;33;14;37;53;16;65;0;42;94;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
b9b10828ba7f31fb7ff57afdcdcb097a;32;106;126;69;31;0;13;32;37;0;34;30;8;40;18;11;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
6653c92dc7618280b132aeae2a9291cc;50;121;74;77;12;25;27;27;63;8;18;35;13;0;23;5;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella;uncultured_bacterium
f4b946aa0c512befbc9abcc303de0c8c;0;16;149;5;71;5;7;16;36;2;14;21;18;151;8;54;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;gut_metagenome
b87dd0783335f6e0ea5653221c8188fa;32;24;20;26;14;26;10;9;88;22;31;33;74;48;26;71;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae_UCG-011;uncultured_organism
16af19093b87eb41e6d2cb60106d5d1a;90;65;57;24;7;35;18;15;18;11;39;27;51;14;46;29;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;uncultured;uncultured_bacterium
2d87b50e9a6625eeb4292a55d460ffb4;59;0;83;158;84;44;45;73;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
a3ff16ae7ca90d2955fac77ebffc08e5;22;163;0;81;31;11;0;0;60;0;17;67;37;0;57;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
d47c3e0c088f9573cf1fef5c3a32b048;0;0;13;0;89;48;58;65;0;0;3;0;46;89;92;34;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;uncultured_bacterium
877750a0b70e44cb26d356108387972e;73;25;118;24;102;63;83;47;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia;uncultured_bacterium
6c31248aab400bbb31133caffa277913;31;25;38;52;55;32;32;35;0;13;0;75;35;34;30;42;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
c02a90567acb2e0020de85102868e4fe;32;54;38;43;43;59;24;33;21;11;13;12;13;46;53;29;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
7e277ef80cf288fd50b26bd8871b3092;0;0;19;0;16;58;10;74;147;16;26;0;0;38;68;44;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
1296ca0610f3b9932d55a0c143aba5b0;19;59;73;73;15;14;21;27;45;0;0;30;10;25;62;18;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;NA
f779b15f9cfaee8615de2e6ea7c8e73c;64;40;87;79;10;34;29;68;11;0;18;18;27;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
987e547ebf8cab92d43f1d4dd99e0552;13;46;30;92;21;15;23;23;28;12;10;40;19;33;35;36;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;uncultured_bacterium
da4c0fe9c35432c5cb2536fbce3ce86b;0;0;0;0;238;79;0;148;0;0;0;0;11;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified
8c8cd1cc4122ee8bbed77056f0065457;75;15;9;13;0;0;0;21;19;0;0;12;73;15;17;206;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
