"";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"N11";"N12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"S13";"S14";"S15";"S16";"S17";"S18";"S19";"S20";"S21";"S22";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"454159d6b1705336c689985b87fef972";"20";"7";"9";"0";"2";"16";"16";"0";"0";"3";"37";"25";"0";"0";"0";"0";"0";"0";"0";"3";"0";"18";"7";"7";"0";"18";"22";"17";"19";"35";"32";"19";"17";"29";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Iamiaceae";"Iamia";NA
"db1dd15af734fec4b09dddb1086b7274";"1448";"539";"677";"11";"15";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"uncultured";"uncultured";NA
"f04892a3036f1b0ef34667596065fd6e";"1858";"1048";"1111";"42";"48";"0";"0";"0";"8";"11";"12";"13";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"IMCC26207";NA
"773df97e67640e553574e6aaf8717be2";"251";"129";"115";"0";"3";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";"IMCC26256";"IMCC26256";NA
"2dc62c84865bdd1809d2a8f472117610";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"CL500-29_marine_group";NA
"2065212d7f0577a467fed8f640b2ff34";"483";"207";"291";"13";"0";"0";"0";"0";"0";"0";"6";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter";NA
"6964208f11bf2e771e52ad67a69a6fde";"15";"0";"0";"9";"18";"16";"21";"7";"15";"11";"12";"0";"5";"0";"2";"0";"0";"0";"0";"8";"5";"21";"18";"23";"0";"27";"21";"24";"32";"25";"10";"23";"16";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"uncultured";NA
"f2f983457e86694bb08b87a69765038a";"660";"267";"414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA;NA
"0dd0a79d719f0825a8bd96de71eab320";"0";"0";"0";"0";"0";"0";"0";"9";"7";"10";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"5";"0";"9";"18";"12";"d__Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"uncultured";"uncultured";NA
"15e05255b2aa8ee3524ca61eb207bb18";"5";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Coriobacteriaceae";"Collinsella";NA
"440d4682d3bbb70c4248e5d495caab66";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA
"2ddb20b1534564a53c0e9f2657731292";"13573";"9736";"7384";"132";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"6";"11";"0";"0";"0";"0";"0";"4";"d__Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";"67-14";NA
"acd685a09a15d56929ac108e0a1ff3f3";"567";"153";"168";"6";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Dadabacteria";"Dadabacteriia";"Dadabacteriales";"Dadabacteriales";"Dadabacteriales";NA
"0db00cf67b886b94fc12341744bb71a5";"0";"0";"0";"269";"492";"764";"387";"336";"233";"127";"408";"3351";"347";"284";"250";"146";"183";"234";"331";"929";"919";"2034";"2137";"2093";"0";"404";"531";"313";"151";"340";"297";"363";"352";"506";"d__Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Verrucomicrobiaceae";"Prosthecobacter";NA
"44a534c52530b6c34c2c6ee121beb8fa";"2";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"2";"2";"0";"0";"3";"0";"2";"0";"0";"2";"2";"0";"0";"0";"0";"d__Bacteria";NA;NA;NA;NA;NA;NA
"9b87c99ddf0156e50de15cd0b4c4cb7b";"0";"2";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";NA;NA;NA;NA;NA
"d533ab83364b0c97c47be27475a07e87";"0";"0";"0";"22";"54";"128";"65";"5";"13";"15";"19";"65";"57";"39";"23";"8";"34";"24";"35";"38";"35";"18";"24";"6";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Desulfitobacteriia";"Desulfitobacteriales";"Desulfitobacteriales";"TC1";NA
"ec3ddf38801f13d5d603ea293e15c0ef";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"20";"16";"10";"3";"11";"2";"17";"5";"13";"7";"16";"4";"0";"6";"3";"2";"0";"8";"7";"0";"0";"2";"d__Bacteria";"Firmicutes";"Desulfitobacteriia";"Desulfitobacteriales";"uncultured";"uncultured";NA
"2a58b27e9bb5299c78d1f2d0e81f57e9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"962c014ef3f9f2b5fbf93adb86466e20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus";NA
"c505b1e72a2648c7f996e558367d4f7f";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"9";"10";"6";"7";"8";"13";"10";"4";"0";"6";"26";"18";"12";"0";"6";"9";"3";"9";"d__Bacteria";"Firmicutes";"Bacilli";"Mycoplasmatales";"Mycoplasmataceae";"Mycoplasma";NA
"13f7a1ef880f3b73eeffa18951ffe96f";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"6";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";NA
"e1d098412c88700cbd3c119e7c62f2ca";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerococcus";NA
"b6c1a8ba78f65c4a4e96627ccc53ac86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"15";"0";"6";"3";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";NA
"3f826c1e3798634f944b6478f0725a10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"5";"0";"5";"0";"5";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Planococcus";NA
"f8f58a46afe955948a775e51fd45e607";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerosphaera";NA
"2164e40cb22143f4fb8ebe25ee8bb325";"28";"19";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Trichococcus";NA
"75bde2ff9f4850876dfab6c40262d864";"135";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Enterococcaceae";"Enterococcus";NA
"bc6829c508d006f217e9c904e07ecf24";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Acholeplasmatales";"Acholeplasmataceae";"EUB33-2";NA
"2d9bac922d6d9141d00c2d19085368f1";"0";"0";"0";"25";"149";"29";"15";"0";"0";"4";"0";"3";"0";"0";"0";"3";"4";"9";"16";"24";"21";"22";"59";"27";"0";"267";"241";"127";"125";"99";"92";"99";"29";"71";"d__Bacteria";"Firmicutes";"Bacilli";"Acholeplasmatales";"Acholeplasmataceae";"Acholeplasma";NA
"d685c82c6a6dc94094dd78eee36ee894";"0";"0";"0";"190";"406";"821";"491";"5";"0";"68";"158";"223";"245";"199";"179";"126";"234";"168";"233";"209";"147";"81";"92";"33";"0";"12";"14";"15";"4";"9";"24";"34";"9";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelothrix";NA
"7f90c5f2bb9797fa5a4b9d9adda2f080";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelatoclostridiaceae";"Erysipelatoclostridium";NA
"4f904ebdd10ebd14b54b088e8710dd22";"27";"9";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"388532646b93a7c612ff13feb9741522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"4";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-005";NA
"0c64b58d5fb63a6d37139ea87fb86bdd";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214_group";NA
"0f4628feaad5d180d991daad542a4993";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"27d63198517c2c8c2104bae08dd32d08";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium]_oxidoreducens_group";NA
"4a99d98fcac5c79fba8b44d07de165e8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-002";NA
"703302fac9fa527282c77a2ea41f4438";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridia";"Hungateiclostridiaceae";NA;NA
"e8015e1bf7e038bebebbcf90c21bb683";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium]_coprostanoligenes_group";"[Eubacterium]_coprostanoligenes_group";NA
"b6a1cfc87c3ffa7f96227d4a372d8dd7";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Subdoligranulum";NA
"b59b70ce7593ed774b50f6f131c86e05";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA
"b83de3365a8e94f96014506e03c05566";"162";"83";"24";"12";"12";"7";"9";"0";"3";"0";"0";"0";"0";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Proteiniclasticum";NA
"8e140fe6cc04f120f80874922a2d1600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_6";NA
"f2cbb29998f80ea0d81f9cde98ee136e";"32";"9";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"2";"0";"0";"0";"0";"0";"12";"0";"0";"0";"5";"6";"0";"3";"7";"0";"3";"3";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_1";NA
"acae24369aa6c0e39841b2e4ad57f769";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"7";"21";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_7";NA
"e0d2d410c13601fc5a7a699c16c07453";"8";"0";"0";"0";"25";"16";"11";"0";"0";"0";"5";"19";"6";"14";"6";"4";"12";"2";"5";"7";"9";"3";"8";"8";"0";"24";"11";"5";"22";"33";"12";"11";"6";"15";"d__Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";"uncultured";NA
"8a82ec0b5b722b6825a138c1a7d6cb62";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"BRH-c20a";"BRH-c20a";"BRH-c20a";"BRH-c20a";NA
"3f4d73521ceac5aa678a264fd9e7c9d2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Negativicutes";"Acidaminococcales";"Acidaminococcaceae";"Phascolarctobacterium";NA
"93e3fc5f4c04adb9d5e23b3520155baf";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Alkalibacteraceae";"Alkalibacter";NA
"ac0c207f77be2ff082e25753bc8a7d55";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriaceae";"uncultured";NA
"74158a627d88242451315d39354c8096";"15";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Eubacteriales";"Eubacteriaceae";"Acetobacterium";NA
"e38c2b714346052929ffe762bb3bf7cb";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"uncultured";NA
"2f7dd1d96946ef4c34786898f63f9656";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae_R-7_group";NA
"4a5fc33ce1371dd246353e97bcd2a0e0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";NA;NA
"ab8d2ef8f5257b2c27eeebbf1b141fcb";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";"Tindallia";NA
"ec7c428a3c0e7ff01e402b267b9a5b21";"0";"0";"0";"32";"90";"233";"153";"10";"9";"7";"9";"21";"34";"18";"8";"18";"26";"8";"19";"16";"0";"10";"5";"6";"0";"0";"0";"0";"32";"42";"9";"0";"10";"5";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Acetoanaerobium";NA
"b3ad340898f67b1e8dd3ff9f03d30375";"8";"2";"0";"5";"63";"21";"0";"0";"0";"0";"0";"14";"18";"0";"7";"0";"9";"5";"14";"12";"20";"7";"13";"5";"0";"0";"0";"0";"6";"9";"3";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"Anaerovorax";NA
"9960b20e17a6ebd5bf31b249c3503956";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Terrisporobacter";NA
"df3d6113f855e22f2a6d44e60f01baa7";"46";"28";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Romboutsia";NA
"b39545bc0c96aa3bb848e56a1564fdb6";"22";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Paeniclostridium";NA
"4e15ac4eb524a0cb9d01d69312c72f80";"0";"0";"0";"0";"13";"17";"0";"0";"0";"0";"0";"0";"9";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";NA;NA
"8fa94c4ec9dfa63afcac0b382bb50a84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";NA;NA;NA
"c7d7c7b0952d4febdcf74339b6f5b7cf";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"6";"5";"0";"0";"9";"15";"13";"65";"82";"33";"31";"13";"32";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";"Anoxynatronum";NA
"da9e70ea06ee0dc645c7c7dc35e51e29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"28";"41";"12";"13";"0";"13";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Acidaminobacteraceae";"Acidaminobacter";NA
"3d49c5f67146e9f804d08040f42198a0";"4";"0";"0";"34";"663";"465";"260";"20";"0";"69";"81";"290";"834";"743";"279";"112";"554";"189";"421";"423";"617";"302";"326";"179";"0";"321";"251";"158";"723";"1158";"599";"377";"233";"357";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Fusibacteraceae";"Fusibacter";NA
"4aaba39c0c0a3eaf0dac3a0577f7a844";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"5";"4";"0";"4";"0";"0";"0";"6";"9";"14";"8";"5";"33";"13";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Dethiosulfatibacteraceae";"Dethiosulfatibacter";NA
"da31d7d83022116c5d964efe359628e6";"184";"78";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";"uncultured";NA
"b4329a142cc6cb9d813e16d34a621994";"82";"27";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"3";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";"Soehngenia";NA
"787bb5a04faaca2be471a3196580e52f";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcales-Tissierellales";"Gottschalkia";NA
"ebc72870a6cf8d2d5df71becfa8d49e0";"6";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"2";"4";"4";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Firmicutes";"Clostridia";"Clostridia";"Hungateiclostridiaceae";"Ercella";NA
"138941a5ff41ade4d82e48e506a45d82";"173";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Calditrichota";"Calditrichia";"Calditrichales";"Calditrichaceae";"Calorithrix";NA
"07fc8a3a4c0c1f7770da04e34f980454";"270";"131";"0";"606";"429";"498";"426";"6";"6";"0";"724";"25";"850";"991";"352";"271";"205";"89";"73";"49";"25";"14";"19";"21";"0";"16";"15";"17";"13";"16";"10";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Hydrogenophaga";NA
"3259e0bd30bc0375588fde56e0fbb59e";"0";"0";"2284";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Acidovorax";NA
"7c9b0a6fd7cf7a1771c91182126020cf";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";NA;NA;NA
