"";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"N11";"N12";"S1";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"S13";"S14";"S15";"S16";"S17";"S18";"S19";"S20";"S21";"S22";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"76e4cbee7d7aad1272739f4b5c668537";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella";NA
"c2efc299a8026dc644a5dca6e4ce7995";"0";"0";"5";"25";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter";NA
"80baf46fd2ed29a7755517192832fe18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"d__Bacteria";"Desulfobacterota";"Desulfobacteria";"Desulfobacterales";"Desulfobacteraceae";"Desulfobotulus";NA
"86e5b4ce93c051c6750947170a1bc158";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Desulfobacterota";"Desulfobacteria";"Desulfobacterales";"Desulfococcaceae";"Desulfococcus";NA
"8c6b86c65b10ec66c44f277164d75466";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Desulfobacterota";"Desulfuromonadia";"Bradymonadales";"Bradymonadales";"Bradymonadales";NA
"c0b155ab27f821ae405cedee93f86ba8";"36";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"OM27_clade";NA
"d617e40da9832ef9debe36445baa5b2e";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"Gemmatimonas";NA
"56a776d5273511974c82a06522c52841";"327";"126";"23";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"uncultured";NA
"b91537925cad1e23aebc228d84ae3afb";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10";NA
"d3ef48a0793aed9997e149d2836cc2b7";"0";"0";"0";"0";"0";"0";"0";"0";"37";"40";"56";"126";"32";"27";"23";"23";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Kapabacteria";"Kapabacteriales";"Kapabacteriales";"Kapabacteriales";NA
"527b3eff9876b112656614fecd77c3fe";"59";"22";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Latescibacterota";"Latescibacterota";"Latescibacterota";"Latescibacterota";"Latescibacterota";NA
"052f174cab37be599600e58c78283fa2";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Spirochaetota";"Leptospirae";"Leptospirales";"Leptospiraceae";"Leptonema";NA
"882b5eaba6986842bdf69f26a48a72ea";"0";"0";"0";"11";"138";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"12";"5";"0";"0";"0";"2";"0";"6";"0";"0";"0";"15";"0";"22";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Williamwhitmaniaceae";"Blvii28_wastewater-sludge_group";NA
"0d9be0e185a74887aad8327340402e35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"p-251-o5";"p-251-o5";NA
"328a365b79668a7a4872e5194498ed15";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella";NA
"26547c96837ae7efcfa67fca0cc71140";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA
"4aad10f6f45a20a35b2f32840b9a11fb";"377";"129";"35";"0";"13";"565";"403";"5";"3";"9";"26";"5";"0";"10";"0";"8";"17";"13";"15";"57";"121";"291";"291";"409";"0";"278";"375";"442";"359";"291";"229";"231";"233";"300";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"uncultured";NA
"cbd4d09a1c3ed444c64afefbe825ce83";"158";"55";"10";"0";"0";"0";"0";"0";"0";"0";"291";"66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Lewinella";NA
"1e1a7e9dd7b0890fb53dcbd3e3be3d13";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;NA
"8f72900386b424d9d69facbd7f127421";"151";"68";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Phaeodactylibacter";NA
"e08a54ae0f63399e627c6ede9afc5026";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Parasegetibacter";NA
"878f1954b4dd631f130f0ebe5d756cf6";"0";"0";"0";"0";"18";"11";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"uncultured";NA
"071288cc79cb1d5ecce5e4004cfe5e1b";"87";"33";"48";"23";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Terrimonas";NA
"670c09fcd5488be658d4d98111784f5f";"0";"0";"0";"8";"25";"8";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"2";"6";"6";"4";"0";"4";"0";"4";"7";"0";"0";"0";"0";"7";"0";"12";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Taibaiella";NA
"41f4cfc812ef6cd99be84723eb441063";"14";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Edaphobaculum";NA
"2b8cfb0ca195d583d2e5e5e97640d518";"302";"97";"0";"1";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"uncultured";"uncultured";NA
"355b83c640522992ab1a454a448e4702";"190";"110";"0";"0";"0";"0";"0";"0";"0";"0";"7";"43";"37";"22";"14";"4";"9";"6";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"Chryseolinea";NA
"54c624960bf272992b26e242f673cac6";"40";"12";"0";"215";"199";"11";"12";"153";"388";"169";"244";"562";"165";"169";"162";"97";"58";"25";"23";"26";"9";"47";"23";"37";"0";"0";"0";"22";"16";"17";"8";"5";"10";"5";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"uncultured";NA
"9554c5f2061c3816e67e3353934540fb";"0";"0";"0";"0";"0";"3";"0";"6";"27";"19";"50";"11";"12";"12";"7";"24";"0";"0";"4";"3";"0";"5";"6";"9";"0";"6";"0";"0";"4";"5";"7";"0";"5";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"uncultured";NA
"61cfc70faf3c8c82aabc783897201f16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Runella";NA
"02965fea6e51d4f8c16ac6f7df8cb95a";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Dyadobacter";NA
"aac82b58a16a66692bc05f1140d315f0";"0";"0";"0";"9";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"uncultured";NA
"136936629841a692912ea51dda2703ec";"23";"0";"2";"64";"218";"175";"139";"47";"167";"114";"93";"310";"310";"169";"135";"135";"158";"108";"116";"181";"122";"262";"196";"319";"0";"150";"180";"152";"106";"157";"129";"156";"102";"202";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Persicitalea";NA
"b294950f80dd4c82ead2ac35d20554a5";"0";"0";"0";"30";"73";"26";"15";"0";"0";"0";"11";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Leadbetterella";NA
"71818bb97cba69e54b078f54d2024dfe";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Amoebophilaceae";"Candidatus_Amoebophilus";NA
"85bb590c2c2b64f051b09a24e983ddcd";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Algoriphagus";NA
"6d80c301d027576d26e472c7e26278df";"0";"0";"0";"0";"0";"0";"6";"13";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"8";"8";"12";"9";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Lunatimonas";NA
"2c7a3f4543ec32cab55e1b9f70914ac9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Cyclobacterium";NA
"f87a51a84a758c5a3f8fd3d33fb0b5db";"54";"19";"2";"47";"16";"0";"0";"0";"0";"0";"0";"0";"7";"6";"4";"3";"6";"0";"0";"5";"8";"2";"0";"0";"0";"0";"6";"5";"3";"0";"7";"0";"4";"5";"d__Bacteria";"Bacteroidota";"Rhodothermia";"Balneolales";"Balneolaceae";"uncultured";NA
"a74bc827e74caea6cca0cb660bbd077a";"23";"6";"13";"2";"6";"0";"0";"6";"10";"6";"14";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"6";"5";"10";"4";"6";"5";"7";"0";"5";"d__Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Trueperaceae";"Truepera";NA
"0ab29aaf88713886c0b3b28de6191a85";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Gemmatimonadota";"BD2-11_terrestrial_group";"BD2-11_terrestrial_group";"BD2-11_terrestrial_group";"BD2-11_terrestrial_group";NA
"5f81c584ef35f3cb94bd005a06b80c64";"273";"82";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Cyanobacteria";"Vampirivibrionia";"Obscuribacterales";"Obscuribacteraceae";"Obscuribacteraceae";NA
"faba95fac6c77687363fa553ea8c0fbb";"157";"92";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"uncultured";"uncultured";"uncultured";NA
"c71451389513dafd377396aa030b6793";"396";"150";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";NA
"b02a8d33d018119dedb2db15db887bfd";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Cutibacterium";NA
"b2d06c0d40f5b6bdc5b49ebe7d804c03";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola";NA
"1c0c1290f927f57025e7799a00f3d2d2";"159";"102";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";NA;NA
"b6148b30b638f67d70d1584910110ca4";"313";"75";"81";"7";"16";"0";"7";"114";"69";"56";"111";"70";"48";"38";"26";"16";"26";"37";"29";"57";"22";"89";"62";"67";"0";"50";"87";"96";"66";"71";"68";"52";"54";"43";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";NA
"87584dd5d7e3411e46cdf63b82a73205";"551";"363";"244";"2";"17";"0";"11";"0";"0";"0";"0";"0";"11";"7";"0";"2";"3";"3";"3";"0";"0";"0";"0";"6";"0";"8";"8";"0";"0";"0";"0";"10";"0";"5";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"a92980ff6a4730633ffc589522c774da";"212";"125";"134";"6";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Rhodococcus";NA
"89a8648166575f33d71b2a8b75e2a4c9";"16";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"6";"0";"7";"5";"5";"0";"0";"0";"4";"0";"9";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Gordonia";NA
"c6d9d44f8267f0e0cb95e43458777858";"8";"0";"0";"9";"41";"25";"23";"0";"0";"0";"3";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Dietziaceae";"Dietzia";NA
"a591a1096a14d0a01871f16397922725";"41";"6";"16";"15";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium";NA
"fb9535984ebbcb33a54e845072dbba94";"0";"0";"0";"0";"95";"63";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Nocardia";NA
"68c117642134faa018f502315c817426";"24";"12";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiales";"Frankiales";NA
"465288d03604f0799d5c1a730d258ee2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Lawsonella";NA
"5eb42a12445fcf7ae9a0b4a8cf77915c";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"3";"3";"0";"0";"0";"0";"0";"3";"0";"0";"0";"10";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Brevibacteriaceae";"Brevibacterium";NA
"07031e1e9e040bc3e6c7c2e427425ecf";"41";"13";"21";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Cellulomonadaceae";"Actinotalea";NA
"43b85b1971bb309ac7f7358561b7a6f4";"236";"76";"88";"85";"95";"12";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"14";"34";"11";"9";"0";"12";"0";"14";"45";"67";"20";"12";"21";"13";"11";"16";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Leucobacter";NA
"cca697dcb9a6f0996cb4809241f85cfa";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Microbacterium";NA
"6197c51e0918afcc196d6b1926ff4876";"0";"2";"0";"202";"277";"104";"111";"70";"71";"30";"133";"55";"301";"92";"88";"43";"81";"55";"42";"59";"24";"42";"60";"59";"0";"121";"112";"140";"71";"111";"68";"37";"25";"45";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"81ef178bf02e22b6467c873aa5ff3e35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Chryseoglobus";NA
"d421325c569f153eff7ccdda5a06554f";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Ornithinimicrobium";NA
"017436fd80e76ba48a329e6c2201c33c";"515";"163";"402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA;NA
"33afa62515f1a85104127aecbbfd4f22";"1149";"409";"512";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"b6de06aacd6839b7240a969694e8dea6";"651";"325";"379";"129";"134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Tetrasphaera";NA
"37020b47521b3745084f867b8c1f7bc3";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";NA
"ac03c0f0a463e59c28f817c60e7ecd8a";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";NA
"a2ea9ce90906f9c08cf94daccc8fbb91";"30";"11";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Bogoriellaceae";"Georgenia";NA
"2b868acb906ca5a23d3950b48894cd70";"0";"0";"0";"0";"0";"14";"11";"0";"10";"0";"12";"0";"0";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Micrococcus";NA
"4adeb7bc59573887de5df3285c6fb0d2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Nesterenkonia";NA
"985fa4abf1a907a81c09b4843bb8ff55";"1647";"508";"754";"19";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Actinomarinales";"uncultured";"uncultured";NA
"c6bb76a5bf065c1977687d613142a88e";"40";"15";"17";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"uncultured";NA
"96fcd0fdbd784d232fdc52d0f8dbdf68";"16";"9";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";NA;NA;NA
"ea103df5d9628fc14406f36339f1fbaf";"16";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"d__Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group";NA
