;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S14;S15;S16;S17;S18;S19;S20;S21;S22;Kingdom;Phylum;Class;Order;Family;Genus;Species
a042afd7d8653b06fccb4f466e4b64b9;0.00860691011926718;0;0;0;0;0;0;0;0;0;0;0;0.0548422478869604;0.0273440704383254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Methyloversatilis;NA
fc30389e3fd2306ad0329781e30e5764;0;0;0;0;0;0;0.0168062519257164;0;0.0131744866655374;0.0108740566755834;0.0284910431283165;0;0.00967804374475772;0.00820322113149763;0;0;0.00306753171060906;0;0;0;0;0;0;0;0;0;0;0;0;0.00360763375302139;0;0.0110870890847608;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;NA;NA
d4739673639ee9ef597b818e683351e5;0.207795401450879;0.242105805388142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;NA
7e9a28cc44b8c20263b2494e46b8f41e;0;0;0;0;0;0;0;0.0205502324745049;0.0131744866655374;0.741610665274787;0.178069019551978;2.78866542440403;0.893606039099297;0.303519181865412;0.307393259950727;0.123883549463504;0.0506142732250495;0.0394409248896887;0.0345594746959846;0.0301295570955107;0.00469116497263487;0.00796537716060856;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NA;NA;NA
5c1a576317579e52444f6eadc8c52398;0.300012295585885;0.218925462319065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;NA
ee5f44ecb72a45dee2f830fe41dbc5d7;0;0;0;0.199105255395507;0.40347137637028;0.0188801946757851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;uncultured;NA
2093a6fabe96dfcd644d539d89943424;0.157383499323743;0.0746922165559161;0.414223082616865;17.1476328597414;10.8379009338205;26.8958862153601;23.4391193523991;0.0179814534151918;3.46112585398905;5.0847089015028;0.890345097759892;0.167062905609458;1.85657139170269;1.32345300921495;1.15724521393215;0.777269366795213;0.542953112777803;0.283481647644637;0.172797373479923;0.0828562820126544;0.0234558248631744;0.0106205028808114;0;0.00712331889674037;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
c11304bc9a42c95c5ef99a3c6d14d903;2.03368990532399;1.69989182506568;0.0569378807720777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arcticiflavibacter;NA
16d97036473bf8c6d42edf10e6f13c39;0.0159842616500676;0.0180291557203936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter;NA
37bd84c3149391c6718f2ce6ffba1ef1;0;0;0;0;0.0558262281770199;0.0985965721957666;0.0868323016162012;2.51740347812685;0.698247793273484;0.291424718905635;1.12361551337298;0.207757715950224;1.76946899799987;1.71310601296109;1.82853784779513;1.42266269706476;2.43408641236829;2.30236399043558;1.94613041881763;2.32185899367279;1.24941360437842;2.12144545044208;1.36999155484658;1.71102119899704;1.74130542146601;1.24704646888947;0.67300819266509;0.774661827779611;0.872898633883117;0.735957285616364;0.807109821347601;0.726204335051832;0.820961893685435;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Subsaxibacter;NA
91a03cae7ed2aa07f8f3944fc1aa6ae8;0.0885282183696053;0.0695410292072323;0.00711723509650971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arenibacter;NA
9de1ef55311805f063e4c769bc5f8978;1.1533259559818;0.989027970947303;0.105335079428344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00263939293962389;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;NA
57bd4bd33819f7d7be8df3c23ed7ee3e;0.168449526619943;0.0798434039046;0.0427034105790582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Vitellibacter;NA
8008390e27911611faa11399d6d966eb;0;0;27.7187838068667;0.0122904478639202;0.071051563134389;0.0335647905347291;0.0336125038514327;0;0;0;0;0;0.00967804374475772;0;0.0135614673507674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA
07cf211e307bfdd0662e23fde96b1a10;0;0;0;0;0;0;0;0.408435870430784;0.0508158771385015;0.0369717926969835;0.0587627764521529;0.0149928248623873;0.0209690947803084;0.0123048316972465;0;0.0219793394209443;0.0383441463826132;0.0369758670840831;0.0453593105384798;0.0376619463693884;0.0656763096168882;0.0849640230464913;0.0777490314883578;0.0897538180989287;0.137010307635935;0.059070622210554;0.0439874635728817;0.102936324645332;0.14039628377141;0.082975576319492;0.117892445814818;0.0803813958645158;0.0980593373013158;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha;NA
609bfd8c00e302f663d31a2e7aded3c9;0;0;0;0.0417875227373285;0.850081201786439;0.0188801946757851;0.0308114618638133;0.0411004649490097;0.00752827809459281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40_aquatic_group;ML635J-40_aquatic_group;NA
9a6e9cf3be6811837df93db369f20bad;0.00491823435386696;0.0103023746973677;0;0;0;0;0;0;0;0;0.00356138039103957;0.25916168690698;0;0;0;0.00399624353108078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;NA
021d879d42a84230ff0f15dbb7512a6b;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobiaceae;NA
1da5963f10ec4bf13628fb4db9ee8b54;0.00491823435386696;0;0;0;0.00761266747868453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
a5f3d2dbc83d677aac0e1d5749419f89;0;0;0;0.12782065778477;0.294356475842469;0.0461515869852525;0.09243438559144;0;0.0169386257128338;0;0.00712276078207913;0;0.00483902187237886;0;0;0;0;0;0;0.00753238927387767;0.035965598123534;0.0159307543212171;0.0160860065148326;0.0170959653521769;0.0111520017843203;0.0183775269099501;0.0109968658932204;0.00659848234905972;0.00976669800148942;0.0144305350120856;0.124693933073365;0.13304506901713;0.209801372830722;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
71c07090f59ca3083fb0714e1c939792;0;0;0;0;0;0;0;0;0;0;0.00890345097759892;0.0149928248623873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum;NA
68433fbbc8e1b70ea250129395cdd7d1;0.0319685233001353;0.0309071240921032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0109968658932204;0.00659848234905972;0;0.00721526750604279;0.0113358120975787;0.0083153168135706;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Sunxiuqinia;NA
db9cba84c933c7e10b15abfef1cea92f;0.312307881470552;0.236954618039458;0.0199282582702272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Mangrovibacterium;NA
10743ad7ff9356b06f585eb5dbdb85e9;0.0750030738964712;0.0643898418585484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;NA;NA
3d2e6ad7e955a2882c9c2738477e9515;0.245911717693348;0.175140369855252;0;0;0.0101502233049127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;uncultured;NA
82b2f3bfd30bf28eea85cb48e0066f7b;0.0627074880118038;0.041209498789471;0;0.073742687183521;0.0913520097442144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;Bacteroidetes_vadinHA17;NA
bee806ab2cc99dcf9c5d5409a5ac1300;2.74806344522316;3.90717560397672;0.298923874053408;0.0663684184651689;0.197929354445798;0.00839119763368227;0.00840312596285818;0.00770633717793933;0.0169386257128338;0.0108740566755834;0.0783503686028705;0.00642549636959455;0.00483902187237886;0;0;0;0;0;0;0;0;0;0;0;0;0.0039380414807036;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group;NA
6b7dcd0f1f6862e18346b98cc76e3c09;0.0467232263617361;0.0360583114407871;0.00284689403860388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17;NA
bd952ec5f13bbce87478c47fcd2f7f29;0;0;0;0;0;0;0;0;0;0;0;0.0107091606159909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes_VC2.1_Bac22;Bacteroidetes_VC2.1_Bac22;Bacteroidetes_VC2.1_Bac22;NA
e5d243c7a1c8dc72f4ed576cfd012ba1;0;0;0;0.0196647165822723;0.522736500203004;0.339843504164132;0.380941710316238;0.0128438952965655;0.0376413904729641;0.245753680868185;0.0801310587983902;0.674677118807428;0.367765662300794;0.339066473435236;0.357118640236874;0.171838471836474;0.171781775794107;0.221855202504499;0.444953236710802;0.265516721904188;0.453479280688038;0.116825531688925;0.0643440260593306;0.076931844084796;0.0318628622409151;0.0223155683906537;0.026392478143729;0.022434839986803;0.00610418625093089;0;0.00906864967806294;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium;NA
26d3e91d95b34559d5a2b96224f0d7b0;0;0;0;0.0344132540189765;0.147178237921234;0.0125867964505234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00781860828772478;0.00265512572020285;0;0;0.00318628622409151;0.00525072197427146;0.00549843294661022;0.00527878587924777;0.00488334900074471;0;0.0136029745170944;0;0.0364871952749082;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Mangroviflexus;NA
d1a1e353a06688f068dfa480ccb184f5;0.0172138202385344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Marinilabiliaceae;NA
cd3be2b3065d47732e3656f3234927a3;0;0;0;0;0;0;0;0.0282565696524442;0;0.00434962267023336;0.00890345097759892;0;0.0209690947803084;0.0136720352191627;0.0113012227923061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Alkaliflexus;NA
1ffef036a5b477c9d2b68f957d1a4e71;0.0270502889462683;0.00515118734868387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;NA
ba7aa0fab66f59a6b2508cbf9780e84b;0;0;0;0.147485374367042;0.266443361753959;0.0062933982252617;0;0;0;0;0;0;0.285502290470353;0.329496048781822;0.485952580069163;0.157851619477691;0.182518136781239;0.0345108092784776;0.0626390478864721;0.0282464597770413;0.0203283815480844;0.0106205028808114;0.033512513572568;0.0270686118076134;0.200736032117765;0.0971383565240221;0.0835761807884753;0.197954470471791;0.522518343079684;0.402251163461885;0.959009703455155;0.13581684128832;0.186996875783905;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;NA
1872302fec0c3cdaeae7dcfbd220da2a;0.00983646870773392;0.0180291557203936;0;0.0172066270094882;0.253755582622818;0.0923031739705049;0.0728270916781042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00439874635728817;0.00527878587924777;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;NA
dc71adfc6c1a31506710bf5bc75f355c;0;0;0;0;0.0507511165245635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;NA
b43deb89b2301394248b95ca1c09be05;0;0;0;0;0.00761266747868453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;M2PB4-65_termite_group;M2PB4-65_termite_group;NA
6ce7b2f395dc9d76ca908903d819230b;0;0;0;0;0.129415347137637;0;0;0;0;0;0;0;0;0;0;0;0.00613506342121812;0;0.00431993433699808;0.00753238927387767;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;uncultured;NA
e82bde81def95d53bc758fe024b220c1;0;0;0;0.184356717958802;0.416159155501421;0.306278713629403;0.355732332427663;0.136145290143595;0.0395234599966123;0.115265000761184;0.220805584244453;0;0.46938512162075;0.329496048781822;0.592184074316841;0.76528063620197;0.814429669166705;0.372223728646437;0.373674320150334;0.235387164808677;0.232994526974199;0.290736266362212;0.454429684044022;0.742249829040347;1.56924596536507;0.729850354423733;0.257326661901358;0.22434839986803;0.607976950592717;0.459973303510228;0.353677337444455;0.230057098508787;0.346628355111628;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pseudopedobacter;NA
3c985440c3d8f87af181fd54523d6548;0;0;0;0.0491617914556806;0.0558262281770199;0.0902053745620844;0.0728270916781042;0.208071103804362;0.425347712344494;1.54411604793284;1.31593005448912;0.130651759515089;0.771017484999032;0.355472915698231;0.623827498135298;0.645393330269547;0.526081688369453;0.776493208765746;0.85318703155712;1.45186803253992;0.750586395621579;0.304011894963227;0.331103634096972;0.453043081832688;0.304290334400739;0.16014702021528;0.137460823665255;0.84196634774002;0.804531747872691;0.418485515350482;0.129228257912397;0.0886967126780864;0.0592916923217258;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA
19337b9e6a9f05c75b0e5474e40e279a;0;0;0.0142344701930194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Nubsella;NA
6d7288899fd0419f0aae07deb34f4b79;0;0;0;0;0;0;0;0;0;0.0152236793458168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0362745987122517;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group;NA
b09ed0ebe9c599c70a6c005898b29d3b;0;0;0;0.0147485374367042;0.0126877791311409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NA;NA;NA
f2d01dc94b53d2e1e0890040050fc43b;0.253289069224149;0.133930871065781;0.0256220463474349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767;NA
aca423d31a1c70f15f3b460904f7cebc;0.00737735153080044;0.0103023746973677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;LiUU-11-161;LiUU-11-161;NA
d68c24828d85460143608f9e57e887c2;0;0;0;0;0.0126877791311409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Anaerocella;NA
0cec7bba2ac242fe4300d6bf401216cb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00493011561121108;0;0;0;0;0;0;0;0.00656340246783933;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;p-2534-18B5_gut_group;p-2534-18B5_gut_group;NA
331fa22caec0f6a3ebbdb2a010b6c795;0;0;0;0;0.0152253349573691;0;0;0;0;0;0.0124648313686385;0;0;0;0;0;0;0.0197204624448443;0;0.00753238927387767;0;0;0;0;0;0;0.00219937317864409;0;0;0.00360763375302139;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;NA;NA
5d83b5f86e759b57b28d23bfe16e0b98;0.270502889462683;0.198320712924329;0.0455503046176621;0;0;0;0;0.166970638855352;0.22020213426684;0.154411604793284;0.482567042985861;0.254878022660584;0.204851925930705;0.0669929725738973;0.0994507605722939;0.0319699482486463;0.0414116780932223;0.0468360983065053;0.0367194418644837;0.0753238927387767;0.0406567630961689;0.0637230172848684;0.0495985200874006;0.0299179393663095;0.0350491484650066;0.019690207403518;0.0164952988398306;0.00659848234905972;0.013429209752048;0.0126267181355749;0.0385417611317675;0.0249459504407118;0.03876764497959;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA;NA
37fb674aab7f67e677b12c90fe8d1724;0;0;0;0;0.0583637840032481;0.234953533743103;0.243690652922887;2.65868632638907;5.01947941956976;4.60842521911224;9.59613946365611;0.891002163250444;5.06161687850829;6.69246123978015;10.5937662455078;12.9498271624673;12.8284176137671;14.760766139966;14.8908136596324;14.8180927990359;13.6309616888194;13.8186018107957;15.2200431641175;18.590437656713;21.206327964441;19.6311367813074;13.1049650849508;14.3147476080501;16.6204783240346;17.8343374580613;20.7808107372812;19.4495260269416;23.7007137807576;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Planktosalinus;NA
acdca5bed6fab031b0800103f26c0da6;0;0;0;0;0.086276898091758;0;0;0;0;0;0;0.0171346569855855;0;0;0;0;0;0;0;0.00941548659234709;0.0140734949179046;0;0.00268100108580544;0.0056986551173923;0;0.0039380414807036;0;0.00527878587924777;0.00610418625093089;0;0;0;0;d__Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;NA
96405de70524106be309ba9ffb42e6de;0;0.00515118734868387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;NA;NA
4b0c7d0eb46561b3290bb6a1698b2ecc;0.11311939013894;0.0849945912532839;0;0;0.106577344701583;0.0545427846189347;0.0336125038514327;0.023119011533818;0.0602262247567425;0.060894717383267;0.117525552904306;0.122084431022296;0.0225821020711014;0.00273440704383254;0.00678073367538368;0;0.0184051902636544;0.0197204624448443;0.0172797373479923;0.0395450436878578;0.035965598123534;0.0491198258237528;0.0388745157441789;0.0512878960565307;0.0366422915770524;0.0301916513520609;0.0175949854291527;0.0158363576377433;0.00976669800148942;0.0198419856416177;0.0272059490341888;0.027717722711902;0.0273653964561812;d__Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Hydrogenedensaceae;NA
41a2511da52919134656bcfebdb3cadb;0;0;0;0;0.29181892001624;0.0104889970421028;0;0;0.122334519037133;0.0717687740588504;0.117525552904306;0;0.0790373572488548;0.0382816986136556;0.0655470921953755;0.0359661917797271;0.00766882927652265;0;0;0;0;0;0;0.00997264645543652;0;0;0;0;0.00488334900074471;0;0;0;0;d__Bacteria;WPS-2;WPS-2;WPS-2;WPS-2;WPS-2;NA
babfab5ea7d5cb95b33bf41247cc294a;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;NA;NA;NA
3721fd3ed2ac2675af613a8376266c94;0.0405754334194024;0.0309071240921032;0.00569378807720777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;NA;NA
f3d6beb893c54667086af9077ac758a7;0;0.00515118734868387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydiaceae;NA
fac545243e66e6f61f643764a38addde;0;0;0;0;0;0;0;0;0;0;0;0.00856732849279273;0.00483902187237886;0;0;0;0.0168714244083498;0.0123252890280277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;NA
6899b616fad532b5a40dae7b2ba3490b;0.0676257223656707;0.0360583114407871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade;KI89A_clade;NA
a248b531fe61e97a0d195d195824b4d9;0.00983646870773392;0.0154535620460516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;uncultured;NA
e77f1e71cdc5c242451cd302f75c515b;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112;NA
827828ac998428214788acdcee38e117;0.00737735153080044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;NA;NA
dcd608aac8f09573c8935b9c25541e8e;0.0196729374154678;0.0154535620460516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;CCD24;CCD24;CCD24;NA
45203d8f6616349d3d2cf1754a88f64e;0.908643796876921;0.981301189924278;0.318852132323635;0;0.0101502233049127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;uncultured;NA
881e866230397c50f585f517a25b499e;0.189352022623878;0.185442744552619;0.0313158344246427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;PLTA13;PLTA13;PLTA13;NA
b57ae88baffd709217aee53af5453cd2;0.103282921431206;0.0901457786019677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;R7C24;R7C24;NA
45270213191d7f7933b301d802fb5222;0.0147547030616009;0.00772678102302581;0;0.0245808957278403;0;0;0;0.0102751162372524;0.0395234599966123;0.0108740566755834;0;0.0599712994495491;0.0451642041422027;0.0164064422629953;0.0519856248446082;0;0.0322090829613951;0;0;0.00753238927387767;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Candidatus_Berkiella;NA
79c9ffc3031f5a238fbb104b30056599;0.0061477929423337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;NA
04125fe1e9cbd13616623cd113471e22;0.0110660272962007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;uncultured;uncultured;NA
81c015fe56a9dd08973e4ca1c5350599;0.0258207303578015;0.041209498789471;0.00569378807720777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
7e2a737ed2728c564dbbd703ea1fd483;0.0590188122464035;0.0309071240921032;0.0128110231737175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
428e204116ba858d40433915f5ce2e16;0.0147547030616009;0.00772678102302581;0;0.00491617914556806;0;0.0503471858020936;0.0364135458390521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;NA
